interview.id	grid.id	date	location	sps.known	confidence.indv	exp.indv	purpose.visit.24	purpose.visit.04	dist to grid	proportion.grid.24	frequency.visits.24	proportion.grid.04	frequency.visits.04	activity1.grid.24	activity2.grid.24	activity3.grid.24	activity1.grid.04	activity2.grid.04	activity3.grid.04	hunting.24	hunting.04	food trees	meat.eaten	body.parts	use.body.parts	season.hunting	gender.respondent	age.respondent	ethnicity.respondent	Comments	replicates
GT.O.12	1166	02/02/26	gangte	rnh	2	50	agriculture, mithun herding	agriculture, mithun herding	1	1	12	1	12	forest	jhum	NA	forest	jhum	NA	no	yes	NA	NA	NA	NA	NA	m	70	nyishi	NA	3
GT.O.13	1166	02/02/26	gangte	rnh	2	20	agriculture, mithun herding	agriculture, mithun herding	1	1	12	1	12	forest	jhum	NA	forest	jhum	NA	no	yes	NA	NA	NA	NA	NA	m	40	nyishi	NA	3
RM.O.11	1167	02/02/26	radum	rnh	2	40	agriculture, mithun herding	agriculture, mithun herding, hunting	0	1	12	1	24	forest	jhum	NA	forest	jhum	NA	yes	yes	sanchar, goam, tangik, sangum	NA	NA	NA	NA	m	60	nyishi	NA	3
RM.O.12	1167	02/02/26	radum	rnh	2	18	agriculture, mithun herding	agriculture, mithun herding, hunting	0	1	12	1	50	forest	jhum	NA	forest	jhum	NA	yes	yes	NA	NA	NA	NA	NA	m	35	nyishi	NA	3
RM.O.13	1167	02/02/26	radum	rnh	2	40	agriculture, mithun herding	agriculture, mithun herding, hunting	0	01/02/26	3	01/02/26	10	forest	jhum	NA	forest	jhum	NA	yes	yes	NA	NA	NA	NA	NA	m	60	nyishi	NA	3
BT.O.11	1180	25/2/26	bomte	gh,rnh,oph	2	20	agriculture, mithun herding	agriculture, mithun herding	1	03/04/26	50	03/04/26	50	jhum	forest	NA	jhum	forest	NA	yes	yes	NA	NA	NA	NA	NA	m	40	galo	NA	3
BT.O.12	1180	25/2/26	bomte	gh,rnh,oph	2	25	agriculture, mithun herding	agriculture, mithun herding	1	03/04/26	50	03/04/26	50	jhum	forest	NA	jhum	forest	NA	yes	yes	NA	NA	NA	NA	NA	m	45	galo	NA	3
BT.O.13	1180	25/2/26	bomte	gh,rnh,oph	2	30	agriculture, mithun herding	agriculture, mithun herding	1	03/04/26	50	03/04/26	50	jhum	forest	NA	jhum	forest	NA	yes	yes	NA	NA	NA	NA	NA	m	50	galo	NA	3
SL.O.11	1218	16/1/26	sarli	rnh	2	30	mithun herding, hunting	mithun herding, hunting	2	1	52	1	52	jhum	forest	cardamom plantation	jhum	forest	NA	no	yes	NA	NA	NA	NA	NA	m	50	nyishi	NA	4
SL.O.12	1218	16/1/26	sarli	rnh	2	30	mithun herding, hunting	mithun herding, hunting	2	1	50	1	50	jhum	forest	cardamom plantation	jhum	forest	NA	no	yes	NA	NA	NA	NA	NA	m	32	nyishi	NA	4
SL.O.31	1218	17/1/26	sarli	rnh	2	34	mithun herding, hunting, agriculture	mithun herding, hunting, agriculture	2	na	na	1	50	jhum	forest	cardamom plantation	jhum	forest	NA	no	yes	NA	NA	NA	NA	NA	m	54	nyishi	NA	4
SL.O.32	1218	17/1/26	sarli	rnh	2	25	mithun herding, hunting, agriculture	mithun herding, hunting, agriculture	2	1	50	1	50	jhum	forest	cardamom plantation	jhum	forest	NA	no	yes	NA	NA	NA	NA	NA	m	50	nyishi	NA	4
ND.O.11	1251	11/02/26	new daring	oph, rnh, gh	2	20	hunting, mithun herding	hunting, mithun herding	1	03/04/26	10	1	12	jhum	forest	NA	jhum	forest	NA	yes	yes	NA	NA	NA	NA	NA	m	40	galo	NA	4
ND.O.12	1251	11/02/26	new daring	oph, rnh, gh	2	40	hunting, mithun herding	hunting, mithun herding	0	1	24	1	30	jhum	forest	NA	jhum	forest	NA	yes	yes	thechir, gamgha	NA	NA	NA	NA	m	60	galo	NA	4
ND.O.13	1251	11/02/26	new daring	oph, rnh, gh	2	40	hunting, mithun herding	hunting, mithun herding	0	01/02/26	4	03/04/26	10	jhum	forest	NA	jhum	forest	NA	yes	yes	NA	NA	NA	NA	NA	m	60	galo	NA	4
ND.O.14	1251	11/02/26	new daring	oph, rnh, gh	2	20	hunting, mithun herding	hunting, mithun herding	0	01/02/26	2	01/02/26	4	jhum	forest	NA	jhum	forest	NA	yes	yes	NA	NA	NA	NA	NA	m	40	galo	NA	4
SL.O.11	1290	16/1/26	sarli	rnh	2	30	mithun herding, hunting	mithun herding, hunting	2	1	52	1	52	jhum	forest	cardamom plantation	jhum	forest	NA	no	yes	NA	NA	NA	NA	NA	m	50	nyishi	NA	4
SL.O.12	1290	16/1/26	sarli	rnh	2	30	mithun herding, hunting	mithun herding, hunting	2	1	50	1	50	jhum	forest	cardamom plantation	jhum	forest	NA	no	yes	NA	NA	NA	NA	NA	m	32	nyishi	NA	4
SL.O.31	1290	17/1/26	sarli	rnh	2	34	mithun herding, hunting, agriculture	mithun herding, hunting, agriculture	2	na	na	03/04/26	2	jhum	forest	cardamom plantation	jhum	forest	NA	no	yes	NA	NA	NA	NA	NA	m	54	nyishi	NA	4
SL.O.32	1290	17/1/26	sarli	rnh	2	25	mithun herding, hunting, agriculture	mithun herding, hunting, agriculture	2	03/04/26	2	1	10	jhum	forest	cardamom plantation	jhum	forest	NA	no	yes	NA	NA	NA	NA	NA	m	50	nyishi	NA	4
SL.O.11	1291	16/1/26	sarli	rnh	2	30	mithun herding, hunting	mithun herding, hunting	2	03/04/26	52	03/04/26	52	jhum	forest	cardamom plantation	jhum	forest	NA	no	yes	sanchar, rasan rargan, bonsom	NA	NA	NA	NA	m	50	nyishi	NA	4
SL.O.12	1291	16/1/26	sarli	rnh	2	30	mithun herding, hunting	mithun herding, hunting	2	1	50	1	50	jhum	forest	cardamom plantation	jhum	forest	NA	no	yes	NA	NA	NA	NA	NA	m	32	nyishi	NA	4
SL.O.31	1291	17/1/26	sarli	rnh	2	34	mithun herding, hunting, agriculture	mithun herding, hunting, agriculture	2	na	na	1	50	jhum	forest	cardamom plantation	jhum	forest	NA	no	yes	sangop, rasan raran	NA	NA	NA	NA	m	54	nyishi	NA	4
SL.O.32	1291	17/1/26	sarli	rnh	2	25	mithun herding, hunting, agriculture	mithun herding, hunting, agriculture	2	1	50	1	30	jhum	forest	cardamom plantation	jhum	forest	NA	no	yes	NA	NA	NA	NA	NA	m	50	nyishi	NA	4
PP.O.2	1297	18/1/26	parsi-parlo	rnh	2	50	mithun herding, hunting, agriculture	mithun herding, hunting, agriculture	0	1	50	1	24	forest	jhum	NA	forest	jhum	NA	yes	yes	NA	NA	NA	NA	NA	m	70	nyishi	NA	3
RG.O.1	1297	19/1/26	ringchiporing	rnh	2	40	mithun herding, hunting, agriculture	mithun herding, hunting, agriculture	0	1	50	1	50	forest	jhum	NA	forest	jhum	NA	yes	yes	NA	NA	NA	NA	NA	m	60	nyishi	NA	3
RG.O.2	1297	19/1/26	ringchiporing	rnh	2	40	mithun herding, hunting, agriculture	mithun herding, hunting, agriculture	0	1	50	1	50	forest	jhum	NA	forest	jhum	NA	yes	yes	NA	NA	NA	NA	NA	m	60	nyishi	NA	3
BR.O.11	1383	08/02/26	bora rupak	rnh, wh, gh	2	20	mithun herding, hunting	mithun herding, hunting	1	1	5	1	2	bamboo	orange	forest	jhum	forest	NA	yes	yes	konyak, jilum, balam, jeke, kooki, jorja, janglee aam	y	NA	none used in rituals	NA	m	40	galo	rnh seen in 2023	3
BR.O.12	1383	08/02/26	bora rupak	rnh, wh, gh	2	40	mithun herding, hunting	mithun herding, hunting	1	03/04/26	4	01/02/26	24	bamboo	orange	forest	jhum	forest	NA	yes	yes	NA	NA	NA	NA	NA	m	60	galo	NA	3
BR.O.13	1383	08/02/26	bora rupak	rnh, wh, gh	2	14	mithun herding, hunting	mithun herding, hunting	1	01/02/26	50	01/02/26	2	bamboo	orange	forest	jhum	forest	NA	yes	yes	NA	NA	NA	NA	NA	m	34	galo	NA	3
TP.O.11	1385	08/02/26	tapi	rnh	2	20	resident	resident	0	03/04/26	50	03/04/26	50	jhum	bamboo plantation	forest	jhum	bamboo plantation	forest	no	yes	tokko, gishir	NA	NA	NA	NA	m	40	galo	NA	4
TP.O.12	1385	08/02/26	tapi	rnh	2	30	resident	resident	0	03/04/26	50	03/04/26	50	jhum	bamboo plantation	forest	jhum	bamboo plantation	forest	no	yes	NA	NA	NA	NA	NA	m	50	galo	NA	4
TP.O.13	1385	08/02/26	tapi	rnh	2	40	resident	resident	0	03/04/26	50	03/04/26	50	jhum	bamboo plantation	forest	jhum	bamboo plantation	forest	no	yes	NA	NA	NA	NA	NA	m	50	galo	NA	4
TP.O.14	1385	08/02/26	tapi	rnh	2	30	resident	resident	0	03/04/26	50	03/04/26	50	jhum	bamboo plantation	forest	jhum	bamboo plantation	forest	no	yes	NA	NA	NA	NA	NA	m	60	galo	NA	4
LC.O.11	1390	10/02/26	ninchi	rnh, wh	2	40	jhum agriculture, mithun herding	jhum agriculture, mithun herding	0	03/04/26	2	1	24	jhum	forest	orange plantation	jhum	forest	cardamom plantation	no	yes	NA	NA	NA	NA	NA	m	60	galo	NA	3
LC.O.12	1390	10/02/26	ninchi	rnh, wh	2	40	jhum agriculture, mithun herding	jhum agriculture, mithun herding	0	1	30	1	30	jhum	forest	orange plantation	jhum	forest	cardamom plantation	no	yes	NA	NA	NA	NA	NA	m	60	galo	NA	3
LC.O.13	1390	10/02/26	ninchi	rnh, wh	2	60	jhum agriculture, mithun herding	jhum agriculture, mithun herding	0	1	30	1	50	jhum	forest	orange plantation	jhum	forest	cardamom plantation	no	yes	NA	NA	NA	NA	NA	m	80	galo	NA	3
LC.O.11	1391	10/02/26	ninchi	rnh, wh	2	40	jhum agriculture, mithun herding	jhum agriculture, mithun herding	0	03/04/26	2	1	24	jhum	forest	orange plantation	jhum	forest	cardamom plantation	no	yes	toko, rahe	NA	rnh beak	rnh beak used in marriage ritual dance performed by men	NA	m	60	galo	NA	3
LC.O.12	1391	10/02/26	ninchi	rnh, wh	2	40	jhum agriculture, mithun herding	jhum agriculture, mithun herding	0	01/02/26	12	03/04/26	24	jhum	forest	orange plantation	jhum	forest	cardamom plantation	no	yes	NA	NA	NA	NA	NA	m	60	galo	NA	3
LC.O.13	1391	10/02/26	ninchi	rnh, wh	2	60	jhum agriculture, mithun herding	jhum agriculture, mithun herding	0	01/02/26	12	1	24	jhum	forest	orange plantation	jhum	forest	cardamom plantation	no	yes	NA	NA	NA	NA	NA	m	80	galo	NA	3
PP.O.1	1439	18/1/26	parsi-parlo	rnh	2	50	mithun herding, hunting, agriculture	mithun herding, hunting, agriculture	0	1	3	1	10	jhum	cardamom plantation	timber plantation	forest	jhum	NA	yes	yes	sanchar sangyap	NA	NA	NA	NA	m	73	nyishi	NA	3
PP.O.2	1439	18/1/26	parsi-parlo	rnh	2	50	mithun herding, hunting, agriculture	mithun herding, hunting, agriculture	0	1	36	1	36	jhum	cardamom plantation	timber plantation	forest	jhum	NA	yes	yes	NA	NA	NA	NA	NA	m	70	nyishi	NA	3
PP.O.3	1439	18/1/26	parsi-parlo	rnh	2	20	mithun herding, hunting, agriculture	mithun herding, hunting, agriculture	0	1	12	1	50	jhum	cardamom plantation	timber plantation	forest	jhum	NA	yes	yes	NA	NA	NA	NA	NA	m	36	nyishi	NA	3
TP.O.11	1457	08/02/26	tapi	rnh	2	20	resident	resident	1	1	50	1	50	jhum	bamboo plantation	forest	jhum	bamboo plantation	forest	no	yes	NA	NA	NA	NA	NA	m	40	galo	NA	4
TP.O.12	1457	08/02/26	tapi	rnh	2	30	resident	resident	1	1	50	1	50	jhum	bamboo plantation	forest	jhum	bamboo plantation	forest	no	yes	NA	NA	NA	NA	NA	m	50	galo	NA	4
TP.O.13	1457	08/02/26	tapi	rnh	2	30	resident	resident	1	1	50	1	50	jhum	bamboo plantation	forest	jhum	bamboo plantation	forest	no	yes	NA	NA	NA	NA	NA	m	50	galo	NA	4
TP.O.14	1457	08/02/26	tapi	rnh	2	40	resident	resident	1	1	50	1	50	jhum	bamboo plantation	forest	jhum	bamboo plantation	forest	no	yes	NA	NA	NA	NA	NA	m	60	galo	NA	4
DN.O.1	1508	17/1/26	damin	rnh	2	30	mithun herding, hunting	mithun herding, hunting	0	03/04/26	1	03/04/26	2	forest	jhum	NA	forest	jhum	NA	yes	yes	NA	NA	NA	NA	NA	m	40	nyishi	NA	3
DN.O.2	1508	17/1/26	damin	rnh	2	50	mithun herding, hunting	mithun herding, hunting	0	1	50	1	50	forest	jhum	NA	forest	jhum	NA	yes	yes	NA	NA	NA	NA	NA	m	70	nyishi	NA	3
DN.O.3	1508	17/1/26	damin	rnh	2	20	mithun herding, hunting	mithun herding, hunting	0	1	10	1	50	forest	jhum	NA	forest	jhum	NA	yes	yes	NA	NA	NA	NA	NA	m	35	nyishi	NA	3
DN.O.1	1580	17/1/26	damin	rnh	2	30	mithun herding, hunting	mithun herding, hunting	0	1	3	1	3	forest	forest	NA	forest	forest	NA	yes	yes	tanyak, sanchar	NA	NA	NA	NA	m	40	nyishi	NA	3
DN.O.2	1580	17/1/26	damin	rnh	2	50	mithun herding, hunting	mithun herding, hunting	0	03/04/26	4	03/04/26	8	forest	NA	NA	forest	NA	NA	yes	yes	NA	NA	NA	NA	NA	m	70	nyishi	NA	3
DN.O.3	1580	17/1/26	damin	rnh	2	20	mithun herding, hunting	mithun herding, hunting	0	1	4	1	5	forest	NA	NA	forest	NA	NA	yes	yes	NA	NA	NA	NA	NA	m	35	nyishi	NA	3
KG.O.11	1608	09/02/26	kugi	gh, rnh, wh	2	20	jhum agriculture	hunting	1	03/04/26	3	03/04/26	12	jhum	orange plantation	forest	jhum	orange plantation	forest	yes	yes	NA	NA	NA	NA	NA	m	40	galo	NA	3
KG.O.12	1608	09/02/26	kugi	gh, rnh, wh	2	40	jhum agriculture	hunting	1	03/04/26	3	03/04/26	12	jhum	orange plantation	forest	jhum	orange plantation	forest	yes	yes	NA	NA	NA	NA	NA	m	60	galo	NA	3
KG.O.13	1608	09/02/26	kugi	gh, rnh, wh	2	40	jhum agriculture	hunting	1	1	4	1	12	jhum	orange plantation	forest	jhum	orange plantation	forest	yes	yes	NA	NA	NA	NA	NA	m	60	galo	NA	3
KB.O.11	1610	09/02/26	kombe	gh, rnh	2	20	jhum agriculture	hunting	1	1	24	1	24	jhum	cash crops	forest	jhum	cash crops	forest	yes	yes	NA	NA	NA	tail feathers used by nibo (pujari)	NA	m	40	galo	OPH seen in 2023	3
KB.O.12	1610	09/02/26	kombe	gh, rnh	2	40	jhum agriculture	hunting	1	1	50	1	50	jhum	cash crops	forest	jhum	cash crops	forest	yes	yes	NA	NA	NA	NA	NA	m	60	galo	NA	3
KB.O.13	1610	09/02/26	kombe	gh, rnh	2	30	jhum agriculture	hunting	1	1	50	1	50	jhum	cash crops	forest	jhum	cash crops	forest	yes	yes	NA	NA	NA	NA	NA	m	50	galo	NA	3
KB.O.11	1611	09/02/26	kombe	gh, rnh	2	20	jhum agriculture	hunting	0	03/04/26	12	03/04/26	12	jhum	cash crops	forest	jhum	cash crops	forest	yes	yes	toko, sanchar, koyamto, kora, hiyukta, yoko	NA	NA	NA	NA	m	40	galo	NA	3
KB.O.12	1611	09/02/26	kombe	gh, rnh	2	40	jhum agriculture	hunting	0	1	1	1	2	jhum	cash crops	forest	jhum	cash crops	forest	yes	yes	NA	NA	NA	NA	NA	m	60	galo	NA	3
KB.O.13	1611	09/02/26	kombe	gh, rnh	2	30	jhum agriculture	hunting	0	01/02/26	12	01/02/26	24	jhum	cash crops	forest	jhum	cash crops	forest	yes	yes	NA	NA	NA	NA	NA	m	50	galo	NA	3
KG.O.11	1678	09/02/26	kugi	gh, rnh, wh	2	20	resident	resident	0	1	50	1	50	jhum	orange plantation	forest	jhum	orange plantation	forest	yes	yes	risir, hriduk, tokko	NA	NA	NA	NA	m	40	galo	NA	3
KG.O.12	1678	09/02/26	kugi	gh, rnh, wh	2	40	resident	resident	0	1	50	1	50	jhum	orange plantation	forest	jhum	orange plantation	forest	yes	yes	NA	NA	NA	NA	NA	m	60	galo	NA	3
KG.O.13	1678	09/02/26	kugi	gh, rnh, wh	2	40	resident	resident	0	1	50	1	50	jhum	orange plantation	forest	jhum	orange plantation	forest	yes	yes	NA	NA	NA	NA	NA	m	60	galo	NA	3
KD.O.11	1776	03/02/26	kodak	rnh	2	60	mithun herding, hunting	mithun herding, hunting	0	1	24	1	24	jhum	forest	NA	jhum	forest	NA	yes	yes	NA	NA	NA	NA	NA	m	80	takin	NA	4
KD.O.12	1776	03/02/26	kodak	rnh	2	40	mithun herding, hunting	mithun herding, hunting	0	1	12	1	24	jhum	forest	NA	jhum	forest	NA	yes	yes	NA	NA	NA	NA	NA	m	80	takin	NA	4
KD.O.13	1776	03/02/26	kodak	rnh	2	60	mithun herding, hunting	mithun herding, hunting	0	1	12	1	24	jhum	forest	NA	jhum	forest	NA	yes	yes	NA	NA	NA	NA	NA	m	60	takin	NA	4
KD.O.14	1776	03/02/26	kodak	rnh	2	30	mithun herding, hunting	mithun herding, hunting	0	1	12	1	24	jhum	forest	NA	jhum	forest	NA	yes	yes	NA	NA	NA	NA	NA	m	50	takin	NA	4
AM.O.11	1777	02/02/26	aching moring	rnh	2	20	mithun herding, hunting	mithun herding, hunting	0	03/04/26	24	03/04/26	24	forest	jhum	NA	forest	jhum	NA	yes	yes	NA	NA	NA	NA	NA	m	40	takin	NA	3
AM.O.12	1777	02/02/26	aching moring	rnh	2	40	mithun herding, hunting	mithun herding, hunting	0	1	24	1	24	forest	jhum	NA	forest	jhum	NA	yes	yes	NA	NA	NA	NA	NA	m	60	takin	NA	3
AM.O.13	1777	02/02/26	aching moring	rnh	2	30	mithun herding, hunting	mithun herding, hunting	0	1	24	1	24	forest	jhum	NA	forest	jhum	NA	yes	yes	NA	NA	NA	NA	NA	m	50	takin	NA	3
AM.O.11	1830	02/02/26	aching moring	rnh	2	20	mithun herding, hunting	mithun herding, hunting	0	1	12	1	12	forest	jhum	NA	forest	jhum	NA	yes	yes	NA	NA	NA	NA	NA	m	40	takin	NA	3
AM.O.12	1830	02/02/26	aching moring	rnh	2	40	mithun herding, hunting	mithun herding, hunting	0	1	12	1	12	forest	jhum	NA	forest	jhum	NA	yes	yes	NA	NA	NA	NA	NA	m	60	takin	NA	3
AM.O.13	1830	02/02/26	aching moring	rnh	2	30	mithun herding, hunting	mithun herding, hunting	0	1	12	1	12	forest	jhum	NA	forest	jhum	NA	yes	yes	NA	NA	NA	NA	NA	m	50	takin	NA	3
AY.O.11	1883	06/02/26	ayinmori	rnh	2	20	resident	resident	0	1	50	1	50	jhum	forest	bamboo plantation	jhum	forest	bamboo plantation	yes	yes	sanchar, janachar, tagung gangsi, tasar sarsi (cane)	y	NA	NA	NA	m	40	takin	NA	3
AY.O.12	1883	06/02/26	ayinmori	rnh	2	40	resident	resident	0	1	50	1	50	jhum	forest	bamboo plantation	jhum	forest	bamboo plantation	yes	yes	NA	NA	NA	NA	NA	m	60	takin	NA	3
AY.O.13	1883	06/02/26	ayinmori	rnh	2	40	resident	resident	0	1	50	1	50	jhum	forest	bamboo plantation	jhum	forest	bamboo plantation	yes	yes	NA	NA	NA	NA	NA	m	60	takin	NA	3
LK.O.11	1927	04/02/26	loke	rnh	2	40	mithun herding	mithun herding, hunting	0	1	30	1	60	jhum	forest	NA	jhum	forest	NA	no	yes	NA	NA	NA	NA	NA	m	60	takin	NA	4
LK.O.12	1927	04/02/26	loke	rnh	2	40	mithun herding	mithun herding, hunting	0	1	30	1	60	jhum	forest	NA	jhum	forest	NA	no	yes	NA	NA	NA	NA	NA	m	80	takin	NA	4
LK.O.13	1927	04/02/26	loke	rnh	2	40	mithun herding	mithun herding, hunting	0	1	30	1	60	jhum	forest	NA	jhum	forest	NA	no	yes	NA	NA	NA	NA	NA	m	60	takin	NA	4
LK.O.14	1927	04/02/26	loke	rnh	2	20	mithun herding	mithun herding, hunting	0	1	30	1	60	jhum	forest	NA	jhum	forest	NA	no	yes	NA	NA	NA	NA	NA	m	40	takin	NA	4
LK.O.11	1928	04/02/26	loke	rnh	2	40	mithun herding	mithun herding, hunting	0	1	60	1	60	jhum	forest	NA	jhum	forest	NA	no	yes	janachar, sanchar, konki	y	rnh beak	for rituals	NA	m	60	takin	NA	3
LK.O.12	1928	04/02/26	loke	rnh	2	40	mithun herding	mithun herding, hunting	0	1	60	1	60	jhum	forest	NA	jhum	forest	NA	no	yes	NA	NA	NA	NA	NA	m	80	takin	NA	3
LK.O.13	1928	04/02/26	loke	rnh	2	40	mithun herding	mithun herding, hunting	0	1	60	03/04/26	60	jhum	forest	NA	jhum	forest	NA	no	yes	NA	NA	NA	NA	NA	m	60	takin	NA	3
LK.O.11	1929	04/02/26	loke	rnh	2	40	mithun herding	mithun herding, hunting	0	03/04/26	50	03/04/26	50	wet agriculture	forest	NA	wet agriculture	forest	NA	no	yes	NA	NA	NA	NA	NA	m	60	takin	NA	3
LK.O.12	1929	04/02/26	loke	rnh	2	40	mithun herding	mithun herding, hunting	0	1	50	03/04/26	20	wet agriculture	forest	NA	wet agriculture	forest	NA	no	yes	NA	NA	NA	NA	NA	m	80	takin	NA	3
LK.O.13	1929	04/02/26	loke	rnh	2	40	mithun herding	mithun herding, hunting	0	1	50	1	60	wet agriculture	forest	NA	wet agriculture	forest	NA	no	yes	NA	NA	NA	NA	NA	m	60	takin	NA	3
SI.O.11	75	25/3/26	khellong	wh, gh	2	11	research field work	research field work	0	1	30	NA	NA	forest	NA	NA	NA	NA	NA	no		no idea	NA	NA	NA	NA	m	35	nepali	NA	3
SI.O.11	117	25/3/26	bompu	rnh	2	11	research field work	research field work	0	1	30	NA	NA	forest	NA	NA	NA	NA	NA	no		no idea	NA	NA	NA	NA	m	35	nepali	NA	3
SI.O.12	75	25/3/26	khellong	wh, gh	2	11	research field work	research field work	0	1	30	NA	NA	forest	NA	NA	NA	NA	NA	no		no idea	NA	NA	NA	NA	m	35	nepali	NA	3
SI.O.12	117	25/3/26	bompu	rnh	2	11	research field work	research field work	0	1	30	NA	NA	forest	NA	NA	NA	NA	NA	no		no idea	NA	NA	NA	NA	m	35	nepali	NA	3
SI.O.13	75	25/3/26	khellong	wh, gh	2	11	research field work	research field work	0	1	30	NA	NA	forest	NA	NA	NA	NA	NA	no		no idea	NA	NA	NA	NA	m	35	nepali	NA	3
SI.O.13	117	25/3/26	bompu	rnh	2	11	research field work	research field work	0	1	30	NA	NA	forest	NA	NA	NA	NA	NA	no		no idea	NA	NA	NA	NA	m	35	nepali	NA	3
TV.O.11	825	27/2/26	hapoli	gh, wh, oph	2	24	patroling	patroling	5	3/4	15	3/4	10	forest	NA	NA	forest	NA	NA	no	yes	no idea	NA	NA	NA	NA	m	45	nepali	NA	3
TV.O.12	825	27/2/26	hapoli	gh, wh, oph	2	24	patroling	patroling	5	3/4	15	3/4	10	forest	NA	NA	forest	NA	NA	no	yes	no idea	NA	NA	NA	NA	m	45	nepali	NA	3
TV.O.13	825	27/2/26	hapoli	gh, wh, oph	2	24	patroling	patroling	5	3/4	15	3/4	10	forest	NA	NA	forest	NA	NA	no	yes	no idea	NA	NA	NA	NA	m	45	nepali	NA	3
